Organization legal name or 'doing business as' name,Group PAC ID, State,Measure Identifier,Measure Title,Measure Performance Rate,Reporting Mechanism,Reported on PC Live Site
CENTRAL COAST MEDICAL ONCOLOGY CORP,7719942432.000,CA,PQRS_GRP_131_1,Pain Assessment and Follow-Up,17.000,REG,Y
CENTRAL COAST MEDICAL ONCOLOGY CORP,7719942432.000,CA,PQRS_GRP_156_1,Oncology: Radiation Dose Limits to Normal Tissues,69.000,REG,Y
CENTRAL COAST MEDICAL ONCOLOGY CORP,7719942432.000,CA,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,71.000,REG,Y
CENTRAL COAST MEDICAL ONCOLOGY CORP,7719942432.000,CA,PQRS_GRP_194_1,Oncology: Cancer Stage Documented,65.000,REG,Y
UNIVERSITY OF MARYLAND EYE ASSOCIATES PA,7719948835.000,PA,PQRS_GRP_14_1,Age-Related Macular Degeneration (AMD): Dilated Macular Examination,85.000,REG,Y
SIX FOUR THREE, INC.,7719957976.000,AL,PQRS_GRP_131_1,Pain Assessment and Follow-Up,100.000,REG,Y
SIX FOUR THREE, INC.,7719957976.000,AL,PQRS_GRP_154_1,Falls: Risk Assessment,98.000,REG,Y
SIX FOUR THREE, INC.,7719957976.000,AL,PQRS_GRP_155_1,Falls: Plan of Care,100.000,REG,Y
SIX FOUR THREE, INC.,7719957976.000,AL,PQRS_GRP_182_1,Functional Outcome Assessment,100.000,REG,Y
SJC MEDICAL GROUP, INC,7719978105.000,GA,PQRS_GRP_122_1,Adult Kidney Disease: Blood Pressure Management,66.000,REG,N
SJC MEDICAL GROUP, INC,7719978105.000,GA,PQRS_GRP_122_3,Adult Kidney Disease: Blood Pressure Management,96.000,REG,Y
SJC MEDICAL GROUP, INC,7719978105.000,GA,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,84.000,REG,Y
SJC MEDICAL GROUP, INC,7719978105.000,GA,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,26.000,REG,N
SJC MEDICAL GROUP, INC,7719978105.000,GA,PQRS_GRP_238_2,Use of High-Risk Medications in the Elderly*,16.000,REG,Y
SJC MEDICAL GROUP, INC,7719978105.000,GA,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,82.000,REG,Y
SJC MEDICAL GROUP, INC,7719978105.000,GA,PQRS_GRP_93_1,Acute Otitis Externa (AOE): Systemic Antimicrobial Therapy Â– Avoidance of Inappropriate Use,60.000,REG,Y
AMBASSADOR PHYSICIAN SERVICES LLC,7810099090.000,LA,PQRS_GRP_163_1,Diabetes: Foot Exam,94.000,REG,Y
AMBASSADOR PHYSICIAN SERVICES LLC,7810099090.000,LA,PQRS_GRP_32_1,Stroke and Stroke Rehabilitation: Discharged on Antithrombotic Therapy,100.000,REG,Y
AMBASSADOR PHYSICIAN SERVICES LLC,7810099090.000,LA,PQRS_GRP_47_1,Care Plan,100.000,REG,Y
ISLAND HOSPITALIST GROUP PL,7810124963.000,FL,PQRS_GRP_32_1,Stroke and Stroke Rehabilitation: Discharged on Antithrombotic Therapy,96.000,REG,Y
ISLAND HOSPITALIST GROUP PL,7810124963.000,FL,PQRS_GRP_33_1,Stroke and Stroke Rehabilitation: Anticoagulant Therapy Prescribed for Atrial Fibrillation (AF) at Discharge,100.000,REG,Y
ISLAND HOSPITALIST GROUP PL,7810124963.000,FL,PQRS_GRP_47_1,Care Plan,98.000,REG,Y
BAY RIDGE PHYSICAL THERAPY PC,7810155157.000,NY,PQRS_GRP_131_1,Pain Assessment and Follow-Up,96.000,REG,Y
BAY RIDGE PHYSICAL THERAPY PC,7810155157.000,NY,PQRS_GRP_182_1,Functional Outcome Assessment,100.000,REG,Y
EAST TENNESSEE SPINE AND ORTHOPAEDIC SPECIALISTS, PC,7810166881.000,TN,PQRS_GRP_109_1,Osteoarthritis (OA): Function and Pain Assessment,56.000,REG,Y
EAST TENNESSEE SPINE AND ORTHOPAEDIC SPECIALISTS, PC,7810166881.000,TN,PQRS_GRP_127_1,Diabetes Mellitus: Diabetic Foot and Ankle Care, Ulcer Prevention Â– Evaluation of Footwear,40.000,REG,Y
EAST TENNESSEE SPINE AND ORTHOPAEDIC SPECIALISTS, PC,7810166881.000,TN,PQRS_GRP_131_1,Pain Assessment and Follow-Up,100.000,REG,Y
EAST TENNESSEE SPINE AND ORTHOPAEDIC SPECIALISTS, PC,7810166881.000,TN,PQRS_GRP_21_1,Perioperative Care: Selection of Prophylactic Antibiotic Â– First OR Second Generation Cephalosporin,100.000,REG,Y
DIGNITY HEALTH MEDICAL FOUNDATION,7810800661.000,CA,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,45.000,WI,Y
DIGNITY HEALTH MEDICAL FOUNDATION,7810800661.000,CA,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,73.000,WI,Y
DIGNITY HEALTH MEDICAL FOUNDATION,7810800661.000,CA,PQRS_GRP_112_1,Breast Cancer Screening,73.000,WI,Y
DIGNITY HEALTH MEDICAL FOUNDATION,7810800661.000,CA,PQRS_GRP_113_1,Colorectal Cancer Screening,55.000,WI,Y
DIGNITY HEALTH MEDICAL FOUNDATION,7810800661.000,CA,PQRS_GRP_117_1,Diabetes: Eye Exam,34.000,WI,Y
DIGNITY HEALTH MEDICAL FOUNDATION,7810800661.000,CA,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),39.000,WI,Y
DIGNITY HEALTH MEDICAL FOUNDATION,7810800661.000,CA,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,45.000,WI,Y
DIGNITY HEALTH MEDICAL FOUNDATION,7810800661.000,CA,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,3.000,WI,Y
DIGNITY HEALTH MEDICAL FOUNDATION,7810800661.000,CA,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,20.000,WI,Y
DIGNITY HEALTH MEDICAL FOUNDATION,7810800661.000,CA,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,85.000,WI,Y
DIGNITY HEALTH MEDICAL FOUNDATION,7810800661.000,CA,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,15.000,WI,Y
DIGNITY HEALTH MEDICAL FOUNDATION,7810800661.000,CA,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,71.000,WI,Y
DIGNITY HEALTH MEDICAL FOUNDATION,7810800661.000,CA,PQRS_GRP_318_1,Falls: Screening for Fall Risk,12.000,WI,Y
DIGNITY HEALTH MEDICAL FOUNDATION,7810800661.000,CA,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),60.000,WI,Y
KALEIDA HEALTH,7810805280.000,NY,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,66.000,WI,Y
KALEIDA HEALTH,7810805280.000,NY,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,71.000,WI,Y
KALEIDA HEALTH,7810805280.000,NY,PQRS_GRP_112_1,Breast Cancer Screening,58.000,WI,Y
KALEIDA HEALTH,7810805280.000,NY,PQRS_GRP_113_1,Colorectal Cancer Screening,39.000,WI,Y
KALEIDA HEALTH,7810805280.000,NY,PQRS_GRP_117_1,Diabetes: Eye Exam,37.000,WI,Y
KALEIDA HEALTH,7810805280.000,NY,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),70.000,WI,Y
KALEIDA HEALTH,7810805280.000,NY,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,67.000,WI,Y
KALEIDA HEALTH,7810805280.000,NY,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,91.000,WI,Y
KALEIDA HEALTH,7810805280.000,NY,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,16.000,WI,Y
KALEIDA HEALTH,7810805280.000,NY,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,86.000,WI,Y
KALEIDA HEALTH,7810805280.000,NY,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,98.000,WI,Y
KALEIDA HEALTH,7810805280.000,NY,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,87.000,WI,Y
KALEIDA HEALTH,7810805280.000,NY,PQRS_GRP_318_1,Falls: Screening for Fall Risk,60.000,WI,Y
KALEIDA HEALTH,7810805280.000,NY,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),70.656,WI,Y
COOKEVILLE REGIONAL MEDICAL CENTER,7810805736.000,TN,PQRS_GRP_32_1,Stroke and Stroke Rehabilitation: Discharged on Antithrombotic Therapy,93.000,REG,Y
COOKEVILLE REGIONAL MEDICAL CENTER,7810805736.000,TN,PQRS_GRP_33_1,Stroke and Stroke Rehabilitation: Anticoagulant Therapy Prescribed for Atrial Fibrillation (AF) at Discharge,96.000,REG,Y
COOKEVILLE REGIONAL MEDICAL CENTER,7810805736.000,TN,PQRS_GRP_47_1,Care Plan,68.000,REG,Y
COOKEVILLE REGIONAL MEDICAL CENTER,7810805736.000,TN,PQRS_GRP_5_1,Heart Failure (HF): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy for Left Ventricular Systolic Dysfunction (LVSD),72.000,REG,Y
COOKEVILLE REGIONAL MEDICAL CENTER,7810805736.000,TN,PQRS_GRP_70_1,Hematology: Chronic Lymphocytic Leukemia (CLL): Baseline Flow Cytometry,89.000,REG,Y
COOKEVILLE REGIONAL MEDICAL CENTER,7810805736.000,TN,PQRS_GRP_71_1,Breast Cancer: Hormonal Therapy for Stage IC -IIIC Estrogen Receptor/Progesterone Receptor (ER/PR) Positive Breast Cancer,99.000,REG,Y
COOKEVILLE REGIONAL MEDICAL CENTER,7810805736.000,TN,PQRS_GRP_76_1,Prevention of Central Venous Catheter (CVC)-Related Bloodstream Infections,79.000,REG,Y
INPATIENT CONSULTANTS OF TEXAS PLLC,7810809225.000,TX,PQRS_GRP_326_1,Atrial Fibrillation and Atrial Flutter: Chronic Anticoagulation Therapy,100.000,REG,Y
INPATIENT CONSULTANTS OF TEXAS PLLC,7810809225.000,TX,PQRS_GRP_32_1,Stroke and Stroke Rehabilitation: Discharged on Antithrombotic Therapy,94.000,REG,Y
INPATIENT CONSULTANTS OF TEXAS PLLC,7810809225.000,TX,PQRS_GRP_33_1,Stroke and Stroke Rehabilitation: Anticoagulant Therapy Prescribed for Atrial Fibrillation (AF) at Discharge,93.000,REG,Y
INPATIENT CONSULTANTS OF TEXAS PLLC,7810809225.000,TX,PQRS_GRP_5_1,Heart Failure (HF): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy for Left Ventricular Systolic Dysfunction (LVSD),96.000,REG,Y
INPATIENT CONSULTANTS OF TEXAS PLLC,7810809225.000,TX,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,95.000,REG,Y
INPATIENT CONSULTANTS OF TEXAS PLLC,7810809225.000,TX,PQRS_GRP_7_1,Coronary Artery Disease (CAD): Beta-Blocker Therapy Â– Prior Myocardial Infarction (MI) or Left Ventricular Systolic Dysfunction (LVEF < 40%),100.000,REG,Y
GENEVA GENERAL HOSPITAL INC,7810809407.000,NY,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,2.000,REG,N
GENEVA GENERAL HOSPITAL INC,7810809407.000,NY,PQRS_GRP_238_2,Use of High-Risk Medications in the Elderly*,1.000,REG,Y
GENEVA GENERAL HOSPITAL INC,7810809407.000,NY,PQRS_GRP_32_1,Stroke and Stroke Rehabilitation: Discharged on Antithrombotic Therapy,87.000,REG,Y
GENEVA GENERAL HOSPITAL INC,7810809407.000,NY,PQRS_GRP_41_1,Osteoporosis: Pharmacologic Therapy for Men and Women Aged 50 Years and Older,80.000,REG,Y
GENEVA GENERAL HOSPITAL INC,7810809407.000,NY,PQRS_GRP_47_1,Care Plan,37.000,REG,Y
GENEVA GENERAL HOSPITAL INC,7810809407.000,NY,PQRS_GRP_53_1,Asthma: Pharmacologic Therapy for Persistent Asthma - Ambulatory Care Setting,66.000,REG,N
GENEVA GENERAL HOSPITAL INC,7810809407.000,NY,PQRS_GRP_53_2,Asthma: Pharmacologic Therapy for Persistent Asthma - Ambulatory Care Setting,66.000,REG,N
GENEVA GENERAL HOSPITAL INC,7810809407.000,NY,PQRS_GRP_53_3,Asthma: Pharmacologic Therapy for Persistent Asthma - Ambulatory Care Setting,77.000,REG,Y
GENEVA GENERAL HOSPITAL INC,7810809407.000,NY,PQRS_GRP_54_1,Emergency Medicine: 12-Lead Electrocardiogram (ECG) Performed for Non-Traumatic Chest Pain,100.000,REG,Y
STONY BROOK ORTHOPAEDIC ASSOCIATES, UNIVERSITY FACULTY PRACTICE CORPOR,7810886231.000,NY,PQRS_GRP_109_1,Osteoarthritis (OA): Function and Pain Assessment,74.000,REG,Y
STONY BROOK ORTHOPAEDIC ASSOCIATES, UNIVERSITY FACULTY PRACTICE CORPOR,7810886231.000,NY,PQRS_GRP_131_1,Pain Assessment and Follow-Up,81.000,REG,Y
STONY BROOK ORTHOPAEDIC ASSOCIATES, UNIVERSITY FACULTY PRACTICE CORPOR,7810886231.000,NY,PQRS_GRP_143_1,Oncology: Medical and Radiation Â– Pain Intensity Quantified,77.000,REG,Y
STONY BROOK ORTHOPAEDIC ASSOCIATES, UNIVERSITY FACULTY PRACTICE CORPOR,7810886231.000,NY,PQRS_GRP_21_1,Perioperative Care: Selection of Prophylactic Antibiotic Â– First OR Second Generation Cephalosporin,99.000,REG,Y
STONY BROOK ORTHOPAEDIC ASSOCIATES, UNIVERSITY FACULTY PRACTICE CORPOR,7810886231.000,NY,PQRS_GRP_22_1,Perioperative Care: Discontinuation of Prophylactic Parenteral Antibiotics (Non-Cardiac Procedures),100.000,REG,Y
STONY BROOK ORTHOPAEDIC ASSOCIATES, UNIVERSITY FACULTY PRACTICE CORPOR,7810886231.000,NY,PQRS_GRP_23_1,Perioperative Care: Venous Thromboembolism (VTE) Prophylaxis (When Indicated in ALL Patients),100.000,REG,Y
STONY BROOK ORTHOPAEDIC ASSOCIATES, UNIVERSITY FACULTY PRACTICE CORPOR,7810886231.000,NY,PQRS_GRP_24_1,Osteoporosis: Communication with the Physician Managing On-going Care Post-Fracture of Hip, Spine or Distal Radius for Men and Women Aged 50 Years and Older,11.000,REG,Y
INTERMOUNTAIN MEDICAL GROUP INC,7810894987.000,PA,PQRS_GRP_331_1,Adult Sinusitis: Antibiotic Prescribed for Acute Sinusitis (Appropriate Use)*,0.000,REG,Y
INTERMOUNTAIN MEDICAL GROUP INC,7810894987.000,PA,PQRS_GRP_334_1,Adult Sinusitis: More than One Computerized Tomography (CT) Scan Within 90 Days for Chronic Sinusitis (Overuse),0.000,REG,N
SOUTH COUNTY RADIATION THERAPY, LLC,7810914215.000,RI,PQRS_GRP_131_1,Pain Assessment and Follow-Up,88.000,REG,Y
SOUTH COUNTY RADIATION THERAPY, LLC,7810914215.000,RI,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,59.000,REG,Y
SOUTH COUNTY RADIATION THERAPY, LLC,7810914215.000,RI,PQRS_GRP_194_1,Oncology: Cancer Stage Documented,88.000,REG,Y
ST MARY EMERGENCY GROUP LLC,7810926995.000,LA,PQRS_GRP_116_1,Antibiotic Treatment for Adults with Acute Bronchitis: Avoidance of Inappropriate Use,65.000,REG,N
ST MARY EMERGENCY GROUP LLC,7810926995.000,LA,PQRS_GRP_331_1,Adult Sinusitis: Antibiotic Prescribed for Acute Sinusitis (Appropriate Use)*,86.000,REG,Y
ST MARY EMERGENCY GROUP LLC,7810926995.000,LA,PQRS_GRP_332_1,Adult Sinusitis: Appropriate Choice of Antibiotic: Amoxicillin Prescribed for Patients with Acute Bacterial Sinusitis (Appropriate Use),100.000,REG,Y
ST MARY EMERGENCY GROUP LLC,7810926995.000,LA,PQRS_GRP_54_1,Emergency Medicine: 12-Lead Electrocardiogram (ECG) Performed for Non-Traumatic Chest Pain,98.000,REG,Y
PACIFIC EYE SURGEONS, A CALIFORNIA PROFESSIONAL MEDICAL CORPORATION,7810947397.000,CA,PQRS_GRP_12_1,Primary Open-Angle Glaucoma (POAG): Optic Nerve Evaluation:,73.000,REG,Y
PACIFIC EYE SURGEONS, A CALIFORNIA PROFESSIONAL MEDICAL CORPORATION,7810947397.000,CA,PQRS_GRP_141_1,Primary Open-Angle Glaucoma (POAG): Reduction of Intraocular Pressure (IOP) by 15% OR Documentation of a Plan of Care,82.000,REG,Y
AFFILIATES IN MEDICAL SPECIALTIES MEDICAL GRP. INC,7810957610.000,CA,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,85.000,REG,Y
AFFILIATES IN MEDICAL SPECIALTIES MEDICAL GRP. INC,7810957610.000,CA,PQRS_GRP_47_1,Care Plan,77.000,REG,Y
ANA LUISA RODRIGUEZ, MD PA,7810965829.000,TX,PQRS_GRP_137_1,Melanoma: Continuity of Care Â– Recall System,100.000,REG,Y
ANA LUISA RODRIGUEZ, MD PA,7810965829.000,TX,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,92.000,REG,Y
ANA LUISA RODRIGUEZ, MD PA,7810965829.000,TX,PQRS_GRP_194_1,Oncology: Cancer Stage Documented,93.000,REG,Y
ANA LUISA RODRIGUEZ, MD PA,7810965829.000,TX,PQRS_GRP_224_1,Melanoma: Overutilization of Imaging Studies in Melanoma,100.000,REG,N
ANA LUISA RODRIGUEZ, MD PA,7810965829.000,TX,PQRS_GRP_265_1,Biopsy Follow-Up,93.000,REG,Y
TIM LONG MD PSC,7810968104.000,KY,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,91.000,REG,Y
TIM LONG MD PSC,7810968104.000,KY,PQRS_GRP_126_1,Diabetes Mellitus: Diabetic Foot and Ankle Care, Peripheral Neuropathy Â– Neurological Evaluation,80.000,REG,Y
TIM LONG MD PSC,7810968104.000,KY,PQRS_GRP_127_1,Diabetes Mellitus: Diabetic Foot and Ankle Care, Ulcer Prevention Â– Evaluation of Footwear,73.000,REG,Y
TIM LONG MD PSC,7810968104.000,KY,PQRS_GRP_163_1,Diabetes: Foot Exam,87.000,REG,Y
RADIOLOGICAL GROUP PA,7810969607.000,MS,PQRS_GRP_145_1,Radiology: Exposure Time Reported for Procedures Using Fluoroscopy,7.000,REG,Y
RADIOLOGICAL GROUP PA,7810969607.000,MS,PQRS_GRP_146_1,Radiology: Inappropriate Use of Â“Probably BenignÂ” Assessment Category in Mammography Screening*,0.000,REG,Y
RADIOLOGICAL GROUP PA,7810969607.000,MS,PQRS_GRP_147_1,Nuclear Medicine: Correlation with Existing Imaging Studies for All Patients Undergoing Bone Scintigraphy,53.000,REG,Y
UNIVERSITY OF MARYLAND NEUROLOGY ASSOCIATES, P.A.,7810974649.000,MD,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,74.000,REG,Y
SEAVIEW ORTHOPAEDIC,7810983210.000,NJ,PQRS_GRP_126_1,Diabetes Mellitus: Diabetic Foot and Ankle Care, Peripheral Neuropathy Â– Neurological Evaluation,96.000,REG,Y
SEAVIEW ORTHOPAEDIC,7810983210.000,NJ,PQRS_GRP_127_1,Diabetes Mellitus: Diabetic Foot and Ankle Care, Ulcer Prevention Â– Evaluation of Footwear,92.000,REG,Y
SEAVIEW ORTHOPAEDIC,7810983210.000,NJ,PQRS_GRP_163_1,Diabetes: Foot Exam,97.000,REG,Y
SEAVIEW ORTHOPAEDIC,7810983210.000,NJ,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,2.000,REG,N
SEAVIEW ORTHOPAEDIC,7810983210.000,NJ,PQRS_GRP_238_2,Use of High-Risk Medications in the Elderly*,1.000,REG,Y
WOMEN'S HEALTH CARE, OB-GYN, S.C.,7810983855.000,WI,PQRS_GRP_39_1,Screening or Therapy for Osteoporosis for Women Aged 65 Years and Older,100.000,REG,Y
WOMEN'S HEALTH CARE, OB-GYN, S.C.,7810983855.000,WI,PQRS_GRP_48_1,Urinary Incontinence: Assessment of Presence or Absence of Urinary Incontinence in Women Aged 65 Years and Older,84.000,REG,Y
AURORA EMERGENCY ASSOCIATES LTD,7810987054.000,IL,PQRS_GRP_54_1,Emergency Medicine: 12-Lead Electrocardiogram (ECG) Performed for Non-Traumatic Chest Pain,99.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_109_1,Osteoarthritis (OA): Function and Pain Assessment,14.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,83.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_126_1,Diabetes Mellitus: Diabetic Foot and Ankle Care, Peripheral Neuropathy Â– Neurological Evaluation,15.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_12_1,Primary Open-Angle Glaucoma (POAG): Optic Nerve Evaluation:,100.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_131_1,Pain Assessment and Follow-Up,2.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_140_1,Age-Related Macular Degeneration (AMD): Counseling on Antioxidant Supplement,45.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_14_1,Age-Related Macular Degeneration (AMD): Dilated Macular Examination,16.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_154_1,Falls: Risk Assessment,6.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_155_1,Falls: Plan of Care,19.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_163_1,Diabetes: Foot Exam,22.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,45.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_178_1,Rheumatoid Arthritis (RA): Functional Status Assessment,74.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_182_1,Functional Outcome Assessment,84.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_185_1,Colonoscopy Interval for Patients with a History of Adenomatous Polyps Â– Avoidance of Inappropriate Use,81.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_191_1,Cataracts: 20/40 or Better Visual Acuity within 90 Days Following Cataract Surgery,43.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,11.000,REG,N
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_238_2,Use of High-Risk Medications in the Elderly*,1.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_320_1,Appropriate Follow-Up Interval for Normal Colonoscopy in Average Risk Patients,68.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_326_1,Atrial Fibrillation and Atrial Flutter: Chronic Anticoagulation Therapy,21.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_331_1,Adult Sinusitis: Antibiotic Prescribed for Acute Sinusitis (Appropriate Use)*,56.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_39_1,Screening or Therapy for Osteoporosis for Women Aged 65 Years and Older,34.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_41_1,Osteoporosis: Pharmacologic Therapy for Men and Women Aged 50 Years and Older,33.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_46_2,Medication Reconciliation,88.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_47_1,Care Plan,29.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_48_1,Urinary Incontinence: Assessment of Presence or Absence of Urinary Incontinence in Women Aged 65 Years and Older,22.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_53_1,Asthma: Pharmacologic Therapy for Persistent Asthma - Ambulatory Care Setting,77.000,REG,N
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_53_2,Asthma: Pharmacologic Therapy for Persistent Asthma - Ambulatory Care Setting,89.000,REG,N
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_53_3,Asthma: Pharmacologic Therapy for Persistent Asthma - Ambulatory Care Setting,97.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_5_1,Heart Failure (HF): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy for Left Ventricular Systolic Dysfunction (LVSD),80.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,77.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_7_1,Coronary Artery Disease (CAD): Beta-Blocker Therapy Â– Prior Myocardial Infarction (MI) or Left Ventricular Systolic Dysfunction (LVEF < 40%),74.000,REG,Y
WESTCHESTER HEALTH ASSOCIATES, PLLC,7911006192.000,NY,PQRS_GRP_7_2,Coronary Artery Disease (CAD): Beta-Blocker Therapy Â– Prior Myocardial Infarction (MI) or Left Ventricular Systolic Dysfunction (LVEF < 40%),67.000,REG,Y
REHABMED ASSOCIATES INC,7911033287.000,OH,PQRS_GRP_109_1,Osteoarthritis (OA): Function and Pain Assessment,76.000,REG,Y
REHABMED ASSOCIATES INC,7911033287.000,OH,PQRS_GRP_32_1,Stroke and Stroke Rehabilitation: Discharged on Antithrombotic Therapy,100.000,REG,Y
ILLINOIS DERMATOLOGY INSTITUTE LLC,7911043054.000,IL,PQRS_GRP_137_1,Melanoma: Continuity of Care Â– Recall System,100.000,REG,Y
ILLINOIS DERMATOLOGY INSTITUTE LLC,7911043054.000,IL,PQRS_GRP_138_1,Melanoma: Coordination of Care,97.000,REG,Y
ILLINOIS DERMATOLOGY INSTITUTE LLC,7911043054.000,IL,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,90.000,REG,Y
